Booking_ID,Date_Time,Year,Month,Day_of_Week,Hour,Customer_ID,Customer_Type,Booking_Type,Seat_Type,Duration_Hours,Total_Amount_MYR,Payment_Method,Rating,Peak_Hour,Occupancy_Rate_%,Seat_Available
BK01075,05-11-2020 20:24,2020,11,Thursday,20,C1578,University Student,Walk-in,Individual,3.5,14,Card,2,Yes,77,Yes
BK03205,06-11-2020 04:41,2020,11,Friday,4,C0242,University Student,Pre-Booked,Private Room,3.5,52.5,Cash,5,No,70,N/A
BK02008,06-11-2020 17:09,2020,11,Friday,17,C1344,University Student,Pre-Booked,Individual,2.6,10.4,E-Wallet,3,Yes,84,N/A
BK04345,07-11-2020 12:03,2020,11,Saturday,12,C0123,University Student,Pre-Booked,Private Room,3.6,54,E-Wallet,4,No,86,N/A
BK02806,07-11-2020 14:12,2020,11,Saturday,14,C0720,University Student,Pre-Booked,Group,3.5,14,E-Wallet,5,Yes,78,N/A
BK04451,08-11-2020 00:22,2020,11,Sunday,0,C0390,University Student,Pre-Booked,Individual,2.9,11.6,Card,5,No,85,N/A
BK04561,08-11-2020 04:35,2020,11,Sunday,4,C0725,Working Professional,Pre-Booked,Individual,4.1,16.4,Card,5,No,79,N/A
BK00107,08-11-2020 06:21,2020,11,Sunday,6,C0883,University Student,Walk-in,Group,2.1,8.4,Cash,3,No,91,Yes
BK04903,08-11-2020 13:56,2020,11,Sunday,13,C0915,University Student,Pre-Booked,Private Room,4,60,Card,4,No,84,N/A
BK05005,10-11-2020 08:27,2020,11,Tuesday,8,C0291,Freelancer,Pre-Booked,Private Room,2.5,37.5,Card,4,No,77,N/A
BK00914,10-11-2020 09:17,2020,11,Tuesday,9,C0935,University Student,Pre-Booked,Group,4.5,18,E-Wallet,5,No,74,N/A
BK00903,10-11-2020 15:49,2020,11,Tuesday,15,C0026,University Student,Walk-in,Private Room,2.9,43.5,E-Wallet,3,Yes,73,Yes
BK02310,11-11-2020 10:24,2020,11,Wednesday,10,C1017,University Student,Pre-Booked,Private Room,4.2,63,E-Wallet,4,No,77,N/A
BK02297,11-11-2020 17:53,2020,11,Wednesday,17,C1939,University Student,Walk-in,Private Room,2.1,31.5,Cash,4,Yes,75,Yes
BK00294,12-11-2020 03:10,2020,11,Thursday,3,C1081,Freelancer,Pre-Booked,Group,3,12,E-Wallet,5,No,80,N/A
BK03331,12-11-2020 16:52,2020,11,Thursday,16,C0293,Working Professional,Pre-Booked,Private Room,4.3,64.5,Card,4,Yes,84,N/A
BK02234,12-11-2020 23:26,2020,11,Thursday,23,C0373,University Student,Pre-Booked,Individual,3.5,14,E-Wallet,4,No,79,N/A
BK03002,13-11-2020 17:30,2020,11,Friday,17,C1817,University Student,Pre-Booked,Individual,4,16,Cash,5,Yes,71,N/A
BK04022,14-11-2020 00:40,2020,11,Saturday,0,C1492,University Student,Pre-Booked,Private Room,2.6,39,Card,5,No,83,N/A
BK02805,14-11-2020 18:57,2020,11,Saturday,18,C1991,Working Professional,Pre-Booked,Individual,4.5,18,E-Wallet,5,Yes,83,N/A
BK00433,14-11-2020 21:38,2020,11,Saturday,21,C0624,University Student,Pre-Booked,Individual,4.6,18.4,Card,5,Yes,95,N/A
BK04957,14-11-2020 22:46,2020,11,Saturday,22,C0964,University Student,Walk-in,Group,4,16,Cash,3,No,86,Yes
BK05273,15-11-2020 00:40,2020,11,Sunday,0,C0316,Working Professional,Pre-Booked,Individual,4.6,18.4,E-Wallet,5,No,76,N/A
BK02490,15-11-2020 15:42,2020,11,Sunday,15,C0055,Working Professional,Pre-Booked,Individual,4.1,16.4,E-Wallet,5,Yes,82,N/A
BK01842,15-11-2020 20:03,2020,11,Sunday,20,C1824,University Student,Walk-in,Private Room,3.1,46.5,Cash,5,Yes,85,Yes
BK04278,15-11-2020 22:21,2020,11,Sunday,22,C1306,University Student,Pre-Booked,Private Room,2.7,40.5,E-Wallet,5,No,81,N/A
BK04328,16-11-2020 02:09,2020,11,Monday,2,C0153,Working Professional,Pre-Booked,Individual,4.7,18.8,Card,5,No,76,N/A
BK01051,16-11-2020 05:04,2020,11,Monday,5,C0247,Freelancer,Pre-Booked,Group,5,20,Card,5,No,72,N/A
BK03604,16-11-2020 05:32,2020,11,Monday,5,C1499,Other,Pre-Booked,Private Room,4.4,66,E-Wallet,5,No,70,N/A
BK00275,16-11-2020 22:04,2020,11,Monday,22,C0848,University Student,Pre-Booked,Individual,4,16,E-Wallet,4,No,74,N/A
BK03596,17-11-2020 09:02,2020,11,Tuesday,9,C0084,University Student,Pre-Booked,Group,4.1,16.4,E-Wallet,5,No,72,N/A
BK03334,17-11-2020 18:38,2020,11,Tuesday,18,C0238,University Student,Pre-Booked,Private Room,2.7,40.5,Card,4,Yes,85,N/A
BK00137,17-11-2020 21:01,2020,11,Tuesday,21,C0236,Freelancer,Pre-Booked,Individual,3.1,12.4,E-Wallet,5,Yes,76,N/A
BK01532,18-11-2020 11:20,2020,11,Wednesday,11,C1561,Freelancer,Pre-Booked,Individual,2.6,10.4,E-Wallet,5,No,72,N/A
BK02032,18-11-2020 14:38,2020,11,Wednesday,14,C0708,University Student,Pre-Booked,Group,3.7,14.8,E-Wallet,5,Yes,78,N/A
BK03417,19-11-2020 08:45,2020,11,Thursday,8,C0952,University Student,Pre-Booked,Individual,4.9,19.6,Card,5,No,83,N/A
BK04015,19-11-2020 14:11,2020,11,Thursday,14,C1330,Freelancer,Pre-Booked,Individual,3.5,14,E-Wallet,4,Yes,66,N/A
BK02994,19-11-2020 17:40,2020,11,Thursday,17,C1275,University Student,Pre-Booked,Group,2.7,10.8,E-Wallet,5,Yes,67,N/A
BK02150,19-11-2020 21:25,2020,11,Thursday,21,C1684,Other,Pre-Booked,Group,3.8,15.2,Card,4,Yes,81,N/A
BK05207,20-11-2020 02:04,2020,11,Friday,2,C1458,University Student,Pre-Booked,Group,3.9,15.6,E-Wallet,5,No,65,N/A
BK01238,20-11-2020 07:00,2020,11,Friday,7,C1724,University Student,Pre-Booked,Private Room,4.1,61.5,E-Wallet,4,No,69,N/A
BK02843,20-11-2020 09:22,2020,11,Friday,9,C0706,Working Professional,Walk-in,Group,2.9,11.6,Card,4,No,71,Yes
BK03111,21-11-2020 02:38,2020,11,Saturday,2,C1304,Working Professional,Walk-in,Group,2.8,11.2,Card,2,No,96,Yes
BK01492,21-11-2020 15:01,2020,11,Saturday,15,C0953,Working Professional,Pre-Booked,Group,4.3,17.2,Card,5,Yes,82,N/A
BK04510,21-11-2020 19:36,2020,11,Saturday,19,C0132,University Student,Pre-Booked,Individual,3,12,Card,4,Yes,80,N/A
BK01306,22-11-2020 08:38,2020,11,Sunday,8,C0897,University Student,Pre-Booked,Individual,2.5,10,E-Wallet,4,No,81,N/A
BK02763,22-11-2020 22:14,2020,11,Sunday,22,C0591,University Student,Pre-Booked,Private Room,3.1,46.5,Card,5,No,80,N/A
BK01449,22-11-2020 22:23,2020,11,Sunday,22,C1065,University Student,Pre-Booked,Individual,3.3,13.2,Card,5,No,93,N/A
BK03682,23-11-2020 15:19,2020,11,Monday,15,C0100,Working Professional,Pre-Booked,Private Room,4.1,61.5,Card,4,Yes,82,N/A
BK00561,23-11-2020 19:42,2020,11,Monday,19,C1127,Freelancer,Pre-Booked,Group,4.3,17.2,E-Wallet,4,Yes,70,N/A
BK04805,24-11-2020 02:46,2020,11,Tuesday,2,C0832,University Student,Walk-in,Individual,3.5,14,Card,4,No,88,Yes
BK00384,24-11-2020 04:42,2020,11,Tuesday,4,C1342,Freelancer,Pre-Booked,Individual,3.8,15.2,E-Wallet,4,No,77,N/A
BK02347,24-11-2020 06:27,2020,11,Tuesday,6,C1940,Freelancer,Walk-in,Private Room,3.6,54,Cash,2,No,79,Yes
BK04784,25-11-2020 00:00,2020,11,Wednesday,0,C0784,Freelancer,Walk-in,Individual,2.2,8.8,E-Wallet,4,No,73,Yes
BK04358,25-11-2020 04:22,2020,11,Wednesday,4,C0853,Working Professional,Walk-in,Group,2.3,9.2,E-Wallet,2,No,70,Yes
BK01092,25-11-2020 08:39,2020,11,Wednesday,8,C0502,Freelancer,Walk-in,Individual,3.7,14.8,E-Wallet,4,No,72,Yes
BK01577,25-11-2020 08:47,2020,11,Wednesday,8,C0853,University Student,Pre-Booked,Individual,3.2,12.8,E-Wallet,5,No,71,N/A
BK00203,25-11-2020 21:38,2020,11,Wednesday,21,C1770,University Student,Pre-Booked,Group,3.1,12.4,E-Wallet,4,Yes,77,N/A
BK00825,26-11-2020 08:35,2020,11,Thursday,8,C1780,University Student,Pre-Booked,Individual,2.5,10,Card,5,No,77,N/A
BK04869,26-11-2020 12:14,2020,11,Thursday,12,C0080,University Student,Pre-Booked,Individual,4.7,18.8,E-Wallet,5,No,72,N/A
BK04104,27-11-2020 15:03,2020,11,Friday,15,C1189,University Student,Pre-Booked,Private Room,3.5,52.5,E-Wallet,4,Yes,72,N/A
BK03975,28-11-2020 06:16,2020,11,Saturday,6,C1306,University Student,Pre-Booked,Group,3.3,13.2,E-Wallet,5,No,92,N/A
BK04377,29-11-2020 03:01,2020,11,Sunday,3,C0731,Freelancer,Pre-Booked,Group,3.1,12.4,Card,3,No,83,N/A
BK01607,29-11-2020 06:00,2020,11,Sunday,6,C0912,Working Professional,Pre-Booked,Private Room,4.6,69,Cash,5,No,84,N/A
BK04603,29-11-2020 09:05,2020,11,Sunday,9,C0454,University Student,Pre-Booked,Group,3.3,13.2,Cash,5,No,92,N/A
BK01209,29-11-2020 11:32,2020,11,Sunday,11,C0621,University Student,Pre-Booked,Private Room,3.2,48,E-Wallet,4,No,93,N/A
BK01668,29-11-2020 15:20,2020,11,Sunday,15,C0206,University Student,Pre-Booked,Group,4.7,18.8,Card,4,Yes,82,N/A
BK00207,29-11-2020 23:33,2020,11,Sunday,23,C1151,University Student,Pre-Booked,Private Room,4.4,66,E-Wallet,4,No,93,N/A
BK01152,30-11-2020 04:11,2020,11,Monday,4,C1822,Freelancer,Pre-Booked,Group,3.4,13.6,Card,3,No,70,N/A
BK05453,30-11-2020 19:24,2020,11,Monday,19,C0482,Freelancer,Walk-in,Private Room,3.2,48,Cash,4,Yes,72,Yes
BK01187,01-12-2020 07:58,2020,12,Tuesday,7,C0359,Other,Walk-in,Private Room,2.3,34.5,Card,5,No,66,Yes
BK01662,01-12-2020 18:58,2020,12,Tuesday,18,C0085,University Student,Pre-Booked,Individual,1.9,7.6,E-Wallet,5,Yes,46,N/A
BK05082,02-12-2020 20:52,2020,12,Wednesday,20,C0457,Freelancer,Pre-Booked,Private Room,2.3,34.5,Card,4,Yes,45,N/A
BK01786,02-12-2020 21:51,2020,12,Wednesday,21,C1946,University Student,Pre-Booked,Group,2.9,11.6,Card,5,Yes,61,N/A
BK04579,03-12-2020 08:27,2020,12,Thursday,8,C0789,Freelancer,Pre-Booked,Group,1.7,6.8,E-Wallet,4,No,58,N/A
BK01834,03-12-2020 22:45,2020,12,Thursday,22,C1703,University Student,Pre-Booked,Private Room,2.6,39,Cash,4,No,61,N/A
BK04901,04-12-2020 03:26,2020,12,Friday,3,C1039,Working Professional,Pre-Booked,Individual,1.7,6.8,Card,4,No,52,N/A
BK04873,04-12-2020 16:09,2020,12,Friday,16,C0122,University Student,Walk-in,Individual,2.4,9.6,Card,2,Yes,64,Yes
BK00983,05-12-2020 06:12,2020,12,Saturday,6,C0481,Working Professional,Pre-Booked,Individual,2.3,9.2,E-Wallet,4,No,73,N/A
BK04310,05-12-2020 07:19,2020,12,Saturday,7,C0735,University Student,Pre-Booked,Individual,3.4,13.6,E-Wallet,4,No,60,N/A
BK03298,05-12-2020 14:19,2020,12,Saturday,14,C1229,University Student,Walk-in,Private Room,1.6,24,E-Wallet,2,Yes,66,Yes
BK00597,05-12-2020 15:12,2020,12,Saturday,15,C1143,University Student,Pre-Booked,Private Room,3.5,52.5,E-Wallet,4,Yes,56,N/A
BK01935,06-12-2020 03:28,2020,12,Sunday,3,C0047,University Student,Walk-in,Individual,2.4,9.6,Cash,4,No,62,Yes
BK04394,06-12-2020 05:18,2020,12,Sunday,5,C0971,Freelancer,Walk-in,Group,1.6,6.4,Card,5,No,61,Yes
BK02120,06-12-2020 20:17,2020,12,Sunday,20,C1507,University Student,Walk-in,Private Room,1.9,28.5,Cash,4,Yes,64,Yes
BK01190,08-12-2020 08:24,2020,12,Tuesday,8,C1144,Other,Walk-in,Group,1.7,6.8,E-Wallet,5,No,69,Yes
BK01173,08-12-2020 09:02,2020,12,Tuesday,9,C0243,University Student,Pre-Booked,Private Room,1.6,24,Card,4,No,53,N/A
BK04398,08-12-2020 22:15,2020,12,Tuesday,22,C1723,Working Professional,Walk-in,Individual,2,8,Card,2,No,54,Yes
BK05347,09-12-2020 14:40,2020,12,Wednesday,14,C1757,Other,Walk-in,Group,2.3,9.2,Card,4,Yes,64,Yes
BK03349,09-12-2020 18:31,2020,12,Wednesday,18,C0570,Working Professional,Pre-Booked,Individual,2.9,11.6,E-Wallet,3,Yes,46,N/A
BK05477,09-12-2020 21:06,2020,12,Wednesday,21,C0832,University Student,Pre-Booked,Private Room,2,30,E-Wallet,5,Yes,64,N/A
BK03260,09-12-2020 22:20,2020,12,Wednesday,22,C0844,Other,Walk-in,Private Room,1.4,21,Cash,5,No,68,Yes
BK00361,10-12-2020 14:50,2020,12,Thursday,14,C0690,Working Professional,Walk-in,Private Room,1.6,24,Cash,4,Yes,53,Yes
BK00842,10-12-2020 15:36,2020,12,Thursday,15,C0216,Other,Walk-in,Private Room,2.3,34.5,E-Wallet,4,Yes,66,Yes
BK04240,10-12-2020 23:41,2020,12,Thursday,23,C1101,University Student,Pre-Booked,Individual,1.9,7.6,E-Wallet,4,No,46,N/A
BK02514,11-12-2020 20:55,2020,12,Friday,20,C0531,University Student,Pre-Booked,Private Room,2.3,34.5,E-Wallet,5,Yes,64,N/A
BK00001,11-12-2020 21:26,2020,12,Friday,21,C1210,University Student,Pre-Booked,Individual,3,12,Card,5,Yes,47,N/A
BK04031,12-12-2020 02:29,2020,12,Saturday,2,C0063,Other,Pre-Booked,Individual,2.6,10.4,E-Wallet,4,No,62,N/A
BK04731,12-12-2020 11:09,2020,12,Saturday,11,C0905,Freelancer,Pre-Booked,Private Room,2.3,34.5,Card,4,No,64,N/A
BK02978,12-12-2020 13:13,2020,12,Saturday,13,C0319,Working Professional,Walk-in,Individual,2.1,8.4,Cash,4,No,79,Yes
BK04929,12-12-2020 14:00,2020,12,Saturday,14,C0119,Working Professional,Pre-Booked,Individual,2.3,9.2,E-Wallet,4,Yes,69,N/A
BK01390,13-12-2020 07:11,2020,12,Sunday,7,C0199,Freelancer,Walk-in,Individual,1.2,4.8,E-Wallet,4,No,68,Yes
BK03885,14-12-2020 04:26,2020,12,Monday,4,C0755,Other,Pre-Booked,Private Room,2.2,33,Card,5,No,51,N/A
BK03660,14-12-2020 06:37,2020,12,Monday,6,C1068,University Student,Pre-Booked,Individual,1.6,6.4,E-Wallet,4,No,45,N/A
BK04442,14-12-2020 22:08,2020,12,Monday,22,C1062,Freelancer,Pre-Booked,Private Room,3.5,52.5,Card,4,No,65,N/A
BK03735,15-12-2020 10:00,2020,12,Tuesday,10,C0372,Other,Walk-in,Group,2.2,8.8,Card,3,No,58,Yes
BK04907,15-12-2020 17:02,2020,12,Tuesday,17,C1580,Working Professional,Walk-in,Private Room,1.3,19.5,Card,3,Yes,69,Yes
BK01761,15-12-2020 21:04,2020,12,Tuesday,21,C0916,Freelancer,Walk-in,Group,2.2,8.8,E-Wallet,2,Yes,56,Yes
BK02249,15-12-2020 23:59,2020,12,Tuesday,23,C1831,Freelancer,Walk-in,Group,1.8,7.2,Card,5,No,59,Yes
BK02883,16-12-2020 12:40,2020,12,Wednesday,12,C0414,University Student,Walk-in,Group,1.6,6.4,Card,4,No,66,Yes
BK05311,16-12-2020 21:11,2020,12,Wednesday,21,C0425,University Student,Pre-Booked,Individual,3.1,12.4,Card,5,Yes,52,N/A
BK01995,16-12-2020 21:52,2020,12,Wednesday,21,C1681,Freelancer,Walk-in,Private Room,1.5,22.5,Cash,4,Yes,55,Yes
BK04537,18-12-2020 01:00,2020,12,Friday,1,C0459,University Student,Pre-Booked,Individual,2.1,8.4,E-Wallet,4,No,63,N/A
BK04641,18-12-2020 02:10,2020,12,Friday,2,C0747,University Student,Walk-in,Individual,1.2,4.8,E-Wallet,5,No,59,Yes
BK00458,18-12-2020 05:46,2020,12,Friday,5,C0913,University Student,Pre-Booked,Group,3.3,13.2,Card,4,No,61,N/A
BK00097,18-12-2020 12:16,2020,12,Friday,12,C0851,University Student,Walk-in,Individual,1.7,6.8,Cash,4,No,58,Yes
BK01559,18-12-2020 17:03,2020,12,Friday,17,C1642,University Student,Walk-in,Individual,1.4,5.6,E-Wallet,2,Yes,68,Yes
BK03271,19-12-2020 02:16,2020,12,Saturday,2,C0863,Freelancer,Pre-Booked,Individual,2.1,8.4,E-Wallet,4,No,65,N/A
BK01307,19-12-2020 03:26,2020,12,Saturday,3,C0857,University Student,Pre-Booked,Group,3.1,12.4,E-Wallet,5,No,72,N/A
BK04771,19-12-2020 13:43,2020,12,Saturday,13,C0978,Freelancer,Pre-Booked,Group,2.4,9.6,E-Wallet,5,No,62,N/A
BK03549,19-12-2020 17:30,2020,12,Saturday,17,C0969,University Student,Walk-in,Individual,2.5,10,E-Wallet,4,Yes,71,Yes
BK02846,19-12-2020 19:17,2020,12,Saturday,19,C0876,University Student,Walk-in,Group,1.7,6.8,Card,5,Yes,80,Yes
BK02551,19-12-2020 20:50,2020,12,Saturday,20,C1333,University Student,Pre-Booked,Group,3,12,Cash,3,Yes,67,N/A
BK02916,20-12-2020 01:19,2020,12,Sunday,1,C1943,Freelancer,Pre-Booked,Private Room,3.1,46.5,Cash,3,No,75,N/A
BK02993,20-12-2020 14:53,2020,12,Sunday,14,C0657,University Student,Pre-Booked,Individual,3.1,12.4,Card,5,Yes,74,N/A
BK03571,21-12-2020 04:54,2020,12,Monday,4,C1594,Working Professional,Walk-in,Private Room,2.4,36,Cash,4,No,55,Yes
BK03204,21-12-2020 17:11,2020,12,Monday,17,C1176,Freelancer,Walk-in,Group,1.2,4.8,E-Wallet,5,Yes,67,Yes
BK03453,21-12-2020 18:07,2020,12,Monday,18,C1205,University Student,Pre-Booked,Group,1.9,7.6,E-Wallet,5,Yes,52,N/A
BK02913,21-12-2020 20:50,2020,12,Monday,20,C0656,University Student,Walk-in,Group,2.3,9.2,Cash,3,Yes,57,Yes
BK03300,21-12-2020 23:43,2020,12,Monday,23,C0182,University Student,Pre-Booked,Individual,2.3,9.2,E-Wallet,5,No,56,N/A
BK00469,22-12-2020 02:52,2020,12,Tuesday,2,C1321,University Student,Walk-in,Private Room,2.3,34.5,Cash,5,No,64,Yes
BK00457,22-12-2020 10:17,2020,12,Tuesday,10,C0782,Freelancer,Walk-in,Group,1.9,7.6,Card,5,No,60,Yes
BK02174,22-12-2020 11:39,2020,12,Tuesday,11,C1371,University Student,Walk-in,Individual,1.7,6.8,E-Wallet,3,No,65,Yes
BK03706,22-12-2020 12:55,2020,12,Tuesday,12,C0166,University Student,Pre-Booked,Group,1.9,7.6,Card,4,No,61,N/A
BK03772,23-12-2020 05:52,2020,12,Wednesday,5,C1062,University Student,Pre-Booked,Private Room,3.3,49.5,E-Wallet,4,No,51,N/A
BK05114,23-12-2020 18:10,2020,12,Wednesday,18,C0734,Freelancer,Walk-in,Individual,1.6,6.4,Card,4,Yes,65,Yes
BK00445,24-12-2020 13:14,2020,12,Thursday,13,C0586,Freelancer,Pre-Booked,Group,3.4,13.6,Card,5,No,62,N/A
BK02810,24-12-2020 17:24,2020,12,Thursday,17,C1900,Working Professional,Pre-Booked,Individual,3.2,12.8,Card,3,Yes,59,N/A
BK01910,25-12-2020 13:43,2020,12,Friday,13,C1298,Freelancer,Pre-Booked,Private Room,1.5,22.5,E-Wallet,2,No,51,N/A
BK02894,26-12-2020 06:07,2020,12,Saturday,6,C1888,University Student,Pre-Booked,Private Room,2.1,31.5,Card,4,No,71,N/A
BK03603,26-12-2020 09:06,2020,12,Saturday,9,C1983,Other,Pre-Booked,Individual,2.3,9.2,E-Wallet,5,No,57,N/A
BK05337,26-12-2020 10:45,2020,12,Saturday,10,C1474,University Student,Walk-in,Individual,1.5,6,E-Wallet,4,No,68,Yes
BK00999,26-12-2020 17:30,2020,12,Saturday,17,C1097,Freelancer,Pre-Booked,Individual,2.3,9.2,Card,4,Yes,73,N/A
BK01518,27-12-2020 10:16,2020,12,Sunday,10,C1693,Working Professional,Pre-Booked,Individual,3.1,12.4,Card,5,No,67,N/A
BK01366,27-12-2020 17:18,2020,12,Sunday,17,C0767,Freelancer,Walk-in,Group,1.9,7.6,Card,5,Yes,61,Yes
BK01927,27-12-2020 21:17,2020,12,Sunday,21,C0902,University Student,Walk-in,Group,2.3,9.2,Card,3,Yes,65,Yes
BK03920,28-12-2020 04:18,2020,12,Monday,4,C0364,University Student,Walk-in,Group,2.1,8.4,Card,4,No,60,Yes
BK05434,29-12-2020 09:50,2020,12,Tuesday,9,C0820,University Student,Pre-Booked,Private Room,3.2,48,E-Wallet,4,No,51,N/A
BK01466,30-12-2020 09:55,2020,12,Wednesday,9,C1109,University Student,Walk-in,Group,1.9,7.6,E-Wallet,4,No,53,Yes
BK03791,30-12-2020 13:27,2020,12,Wednesday,13,C0053,Working Professional,Walk-in,Individual,1.1,4.4,E-Wallet,4,No,55,Yes
BK03792,30-12-2020 23:34,2020,12,Wednesday,23,C0046,University Student,Walk-in,Private Room,1.3,19.5,Card,5,No,50,Yes
BK00605,31-12-2020 05:27,2020,12,Thursday,5,C1114,Working Professional,Pre-Booked,Private Room,3,45,E-Wallet,4,No,60,N/A
BK01845,31-12-2020 17:35,2020,12,Thursday,17,C1932,University Student,Walk-in,Group,2,8,E-Wallet,3,Yes,67,Yes
BK00418,31-12-2020 18:55,2020,12,Thursday,18,C0734,University Student,Pre-Booked,Private Room,2.7,40.5,Card,5,Yes,51,N/A
BK00330,01-01-2021 18:56,2021,1,Friday,18,C1286,Freelancer,Walk-in,Individual,1.4,6.05,E-Wallet,4,Yes,68,Yes
BK00615,02-01-2021 06:09,2021,1,Saturday,6,C0094,University Student,Pre-Booked,Group,3.2,13.82,Card,5,No,68,N/A
BK03736,02-01-2021 16:56,2021,1,Saturday,16,C0629,University Student,Pre-Booked,Individual,2.6,11.23,E-Wallet,5,Yes,55,N/A
BK03471,03-01-2021 03:59,2021,1,Sunday,3,C0350,University Student,Walk-in,Group,2,8.64,Card,5,No,71,Yes
BK00926,03-01-2021 10:33,2021,1,Sunday,10,C0391,University Student,Pre-Booked,Individual,1.9,8.21,E-Wallet,4,No,63,N/A
BK01908,03-01-2021 15:45,2021,1,Sunday,15,C0088,Other,Pre-Booked,Private Room,2.2,35.64,E-Wallet,5,Yes,56,N/A
BK00209,04-01-2021 03:11,2021,1,Monday,3,C0408,University Student,Pre-Booked,Individual,3.5,15.12,Card,4,No,49,N/A
BK00745,04-01-2021 11:28,2021,1,Monday,11,C0421,Working Professional,Pre-Booked,Individual,1.5,6.48,E-Wallet,3,No,64,N/A
BK03098,04-01-2021 11:52,2021,1,Monday,11,C0622,University Student,Pre-Booked,Group,2.7,11.66,Card,5,No,61,N/A
BK01627,04-01-2021 13:46,2021,1,Monday,13,C0623,University Student,Pre-Booked,Individual,2.9,12.53,E-Wallet,4,No,51,N/A
BK04939,04-01-2021 18:48,2021,1,Monday,18,C1360,Freelancer,Pre-Booked,Group,2.2,9.5,Card,5,Yes,50,N/A
BK02716,04-01-2021 19:09,2021,1,Monday,19,C1357,University Student,Pre-Booked,Private Room,2.9,46.98,E-Wallet,5,Yes,49,N/A
BK00761,05-01-2021 03:16,2021,1,Tuesday,3,C1812,University Student,Pre-Booked,Individual,2.4,10.37,E-Wallet,4,No,54,N/A
BK01424,05-01-2021 07:28,2021,1,Tuesday,7,C0765,Freelancer,Walk-in,Group,2.2,9.5,Cash,2,No,66,Yes
BK04439,05-01-2021 22:03,2021,1,Tuesday,22,C1068,Working Professional,Pre-Booked,Private Room,2.5,40.5,Cash,4,No,45,N/A
BK00078,06-01-2021 10:38,2021,1,Wednesday,10,C1557,Freelancer,Walk-in,Private Room,1.3,21.06,Cash,3,No,68,Yes
BK01498,06-01-2021 20:14,2021,1,Wednesday,20,C1585,Freelancer,Pre-Booked,Individual,2.3,9.94,E-Wallet,3,Yes,64,N/A
BK04495,06-01-2021 21:59,2021,1,Wednesday,21,C1603,Freelancer,Walk-in,Individual,1.6,6.91,Card,4,Yes,57,Yes
BK05392,07-01-2021 05:11,2021,1,Thursday,5,C0462,Other,Pre-Booked,Individual,3.5,15.12,E-Wallet,5,No,55,N/A
BK05030,07-01-2021 05:23,2021,1,Thursday,5,C0661,University Student,Walk-in,Group,2.1,9.07,E-Wallet,3,No,54,Yes
BK00406,07-01-2021 06:07,2021,1,Thursday,6,C0702,Working Professional,Pre-Booked,Individual,1.6,6.91,Card,3,No,51,N/A
BK01897,07-01-2021 18:11,2021,1,Thursday,18,C0992,Working Professional,Walk-in,Private Room,1.1,17.82,Cash,5,Yes,69,Yes
BK04449,07-01-2021 18:35,2021,1,Thursday,18,C0585,Freelancer,Pre-Booked,Individual,3.2,13.82,E-Wallet,3,Yes,45,N/A
BK02543,07-01-2021 19:42,2021,1,Thursday,19,C0186,Freelancer,Pre-Booked,Group,3.3,14.26,E-Wallet,5,Yes,59,N/A
BK01321,08-01-2021 13:43,2021,1,Friday,13,C1492,Freelancer,Pre-Booked,Group,1.6,6.91,E-Wallet,4,No,56,N/A
BK03019,09-01-2021 11:41,2021,1,Saturday,11,C0636,Working Professional,Pre-Booked,Individual,3.2,13.82,E-Wallet,4,No,56,N/A
BK00570,09-01-2021 12:09,2021,1,Saturday,12,C0111,Working Professional,Walk-in,Individual,1.9,8.21,E-Wallet,5,No,72,Yes
BK04909,09-01-2021 18:25,2021,1,Saturday,18,C0396,Freelancer,Pre-Booked,Private Room,3.3,53.46,E-Wallet,4,Yes,68,N/A
BK02617,09-01-2021 22:46,2021,1,Saturday,22,C1309,University Student,Pre-Booked,Individual,1.7,7.34,E-Wallet,5,No,62,N/A
BK04956,10-01-2021 01:09,2021,1,Sunday,1,C1782,University Student,Pre-Booked,Private Room,2.7,43.74,Card,5,No,66,N/A
BK00344,10-01-2021 02:47,2021,1,Sunday,2,C1654,University Student,Pre-Booked,Private Room,2.1,34.02,E-Wallet,3,No,60,N/A
BK01265,10-01-2021 06:40,2021,1,Sunday,6,C0050,University Student,Walk-in,Private Room,1.7,27.54,E-Wallet,5,No,73,Yes
BK00863,10-01-2021 12:27,2021,1,Sunday,12,C0996,University Student,Pre-Booked,Individual,1.7,7.34,E-Wallet,4,No,64,N/A
BK00524,11-01-2021 16:07,2021,1,Monday,16,C0728,University Student,Walk-in,Group,1.9,8.21,Card,4,Yes,59,Yes
BK01259,11-01-2021 16:29,2021,1,Monday,16,C0400,Working Professional,Pre-Booked,Group,2.4,10.37,E-Wallet,4,Yes,53,N/A
BK04144,11-01-2021 21:09,2021,1,Monday,21,C1012,University Student,Pre-Booked,Group,2.3,9.94,E-Wallet,3,Yes,51,N/A
BK01736,12-01-2021 07:17,2021,1,Tuesday,7,C0233,Working Professional,Pre-Booked,Individual,3.1,13.39,Card,5,No,50,N/A
BK03834,13-01-2021 05:14,2021,1,Wednesday,5,C1291,Freelancer,Walk-in,Group,1.9,8.21,Cash,3,No,70,Yes
BK03718,13-01-2021 08:39,2021,1,Wednesday,8,C0783,University Student,Pre-Booked,Individual,2.1,9.07,E-Wallet,5,No,64,N/A
BK00667,13-01-2021 09:19,2021,1,Wednesday,9,C1645,Freelancer,Walk-in,Individual,1.2,5.18,Cash,5,No,68,Yes
